Date;Rate;Dollar;Euro
2017-10-19;8.50;57.2721;67.3577
2017-10-20;8.50;57.5706;67.9333
2017-10-24;8.50;57.4706;67.5567
2017-10-25;8.50;57.5852;67.6856
2017-10-26;8.50;57.614;67.7713
2017-10-27;8.50;57.7643;68.289
2017-10-31;8.25;57.8716;67.2179
2017-11-01;8.25;58.1179;67.6434
2017-11-02;8.25;58.1557;67.7107
2017-11-03;8.25;58.0869;67.677
2017-11-08;8.25;58.4557;67.7677
2017-11-09;8.25;59.248;68.704
2017-11-10;8.25;59.2527;68.7865
2017-11-14;8.25;59.1823;68.9178
2017-11-15;8.25;59.6207;69.6787
2017-11-16;8.25;60.249;71.1721
2017-11-17;8.25;59.9898;70.704
2017-11-21;8.25;59.2746;69.6654
2017-11-22;8.25;59.4604;69.8184
2017-11-23;8.25;59.0061;69.403
2017-11-24;8.25;58.4622;69.1783
2017-11-28;8.25;58.2773;69.4957
2017-11-29;8.25;58.4125;69.4934
2017-11-30;8.25;58.3311;69.204
2017-12-01;8.25;58.5814;69.5185
2017-12-05;8.25;58.9911;69.9104
2017-12-06;8.25;58.6924;69.6327
2017-12-07;8.25;58.9281;69.706
2017-12-08;8.25;59.2948;69.9323
2017-12-12;8.25;59.2348;69.8023
2017-12-13;8.25;58.837;69.2982
2017-12-14;8.25;59.1446;69.4653
2017-12-15;8.25;58.7082;69.4048
2017-12-19;7.75;58.694;69.0946
2017-12-20;7.75;58.6117;69.1735
2017-12-21;7.75;58.717;69.5033
2017-12-22;7.75;58.5596;69.522
2017-12-26;7.75;58.1989;69.0937
2017-12-27;7.75;57.7343;68.5422
2017-12-28;7.75;57.4544;68.2328
2017-12-29;7.75;57.6291;68.7861
2018-01-10;7.75;57.0463;68.2103
2018-01-11;7.75;56.8734;67.8841
2018-01-12;7.75;56.9957;68.0586
2018-01-16;7.75;56.3569;68.8174
2018-01-17;7.75;56.3878;69.0243
2018-01-18;7.75;56.5925;69.173
2018-01-19;7.75;56.7597;69.2582
2018-01-23;7.75;56.6261;69.265
2018-01-24;7.75;56.4115;69.0702
2018-01-25;7.75;56.3888;69.4484
2018-01-26;7.75;55.9288;69.458
2018-01-30;7.75;56.2908;69.8513
2018-01-31;7.75;56.2914;69.5424
2018-02-01;7.75;56.184;69.9322
2018-02-02;7.75;56.2613;69.7921
2018-02-06;7.75;56.6278;70.4959
2018-02-07;7.75;57.2196;70.9294
2018-02-08;7.75;56.9533;70.531
2018-02-09;7.75;57.6736;70.7713
2018-02-13;7.50;58.0171;71.245
2018-02-14;7.50;57.7701;71.167
2018-02-15;7.50;57.5899;71.2329
2018-02-16;7.50;56.5918;70.6718
2018-02-20;7.50;56.3438;69.9001
2018-02-21;7.50;56.5201;69.8928
2018-02-22;7.50;56.6537;69.8087
2018-02-27;7.50;55.9208;68.9224
2018-02-28;7.50;55.6717;68.6599
2018-03-01;7.50;56.3742;68.9062
2018-03-02;7.50;56.4334;68.8826
2018-03-06;7.50;57.1;70.1702
2018-03-07;7.50;56.5041;69.7317
2018-03-13;7.50;56.6122;69.7972
2018-03-14;7.50;56.9359;70.1564
2018-03-15;7.50;56.9372;70.5338
2018-03-16;7.50;57.0188;70.5151
2018-03-20;7.50;57.5521;70.6049
2018-03-21;7.50;57.7033;71.2347
2018-03-22;7.50;57.4954;70.5699
2018-03-23;7.50;56.8391;70.31
2018-03-27;7.25;57.0039;70.5708
2018-03-28;7.25;57.1747;71.2625
2018-03-29;7.25;57.5598;71.3339
2018-03-30;7.25;57.7626;71.0942
2018-04-03;7.25;57.285;70.6038
2018-04-04;7.25;57.5375;70.9207
2018-04-05;7.25;57.7646;70.958
2018-04-06;7.25;57.5796;70.5926
2018-04-10;7.25;58.5714;71.8847
2018-04-11;7.25;62.3699;76.8522
2018-04-12;7.25;64.0626;79.2839
2018-04-13;7.25;62.0659;76.7569
2018-04-17;7.25;62.2794;76.8403
2018-04-18;7.25;61.1454;75.8448
2018-04-19;7.25;61.5539;76.0868
2018-04-20;7.25;60.8583;75.4034
2018-04-24;7.25;61.7655;75.7924
2018-04-25;7.25;61.6644;75.2121
2018-04-26;7.25;61.7494;75.3281
2018-04-27;7.25;62.6027;76.1812
2018-04-28;7.25;62.726;75.7605
2018-05-04;7.25;63.486;76.1261
2018-05-08;7.25;62.7148;74.8125
2018-05-11;7.25;62.5229;74.1772
2018-05-15;7.25;61.7684;73.943
2018-05-16;7.25;61.9164;73.8601
2018-05-17;7.25;62.3033;73.7796
2018-05-18;7.25;61.8215;73.0236
2018-05-22;7.25;62.5327;73.3321
2018-05-23;7.25;61.261;72.239
2018-05-24;7.25;61.5945;72.1826
2018-05-25;7.25;61.409;72.0082
2018-05-29;7.25;62.271;72.8322
2018-05-30;7.25;62.642;72.5269
2018-05-31;7.25;62.5937;72.5211
2018-06-01;7.25;62.0188;72.5806
2018-06-05;7.25;61.929;72.4384
2018-06-06;7.25;61.9822;72.513
2018-06-07;7.25;62.0064;72.8637
2018-06-08;7.25;61.8125;73.0686
2018-06-09;7.25;62.668;73.7916
2018-06-14;7.25;63.1164;74.1365
2018-06-15;7.25;62.2511;73.5621
2018-06-19;7.25;63.4838;73.4825
2018-06-20;7.25;64.0683;74.1847
2018-06-21;7.25;63.6175;73.6118
2018-06-22;7.25;63.7873;73.6871
2018-06-26;7.25;62.9497;73.3112
2018-06-27;7.25;62.7908;73.4087
2018-06-28;7.25;63.1359;73.6038
2018-06-29;7.25;63.291;73.0884
2018-07-03;7.25;63.1394;73.469
2018-07-04;7.25;63.2194;73.7012
2018-07-05;7.25;63.2267;73.7097
2018-07-06;7.25;63.2604;73.9641
2018-07-10;7.25;62.8338;73.9365
2018-07-11;7.25;62.4442;73.347
2018-07-12;7.25;62.098;72.8472
2018-07-13;7.25;62.2062;72.6817
2018-07-17;7.25;62.2556;72.7955
2018-07-18;7.25;62.4352;73.2427
2018-07-19;7.25;62.9006;73.1345
2018-07-20;7.25;63.2746;73.4808
2018-07-24;7.25;63.1957;74.1286
2018-07-25;7.25;62.9235;73.5261
2018-07-26;7.25;63.0836;73.751
2018-07-27;7.25;62.9471;73.8181
2018-07-31;7.25;62.7805;73.2021
2018-08-01;7.25;62.3497;73.0738
2018-08-02;7.25;62.559;73.1064
2018-08-03;7.25;63.1358;73.4206
2018-08-07;7.25;63.4975;73.4095
2018-08-08;7.25;63.5425;73.5632
2018-08-09;7.25;63.595;73.8211
2018-08-10;7.25;66.2856;76.825
2018-08-14;7.25;68.2234;77.6519
2018-08-15;7.25;66.7535;76.2325
2018-08-16;7.25;66.3772;75.2253
2018-08-17;7.25;66.8932;76.0576
2018-08-21;7.25;67.1807;76.7204
2018-08-22;7.25;67.1783;77.3491
2018-08-23;7.25;67.6163;78.1983
2018-08-24;7.25;68.5259;79.2502
2018-08-28;7.25;67.3963;78.2269
2018-08-29;7.25;67.3911;78.76
2018-08-30;7.25;68.1451;79.5594
2018-08-31;7.25;68.0821;79.6765
2018-09-04;7.25;67.7443;78.6376
2018-09-05;7.25;68.2737;79.02
2018-09-06;7.25;68.4628;79.1362
2018-09-07;7.25;68.2505;79.3685
2018-09-11;7.25;69.8685;80.6702
2018-09-12;7.25;69.9744;81.3942
2018-09-13;7.25;69.5728;80.6488
2018-09-14;7.25;68.637;79.7699
2018-09-18;7.50;68.1958;79.3595
2018-09-19;7.50;67.7519;79.1749
2018-09-20;7.50;67.0098;78.3613
2018-09-21;7.50;66.4725;77.7529
2018-09-25;7.50;66.1594;77.6844
2018-09-26;7.50;65.8244;77.3832
2018-09-27;7.50;65.7585;77.3846
2018-09-28;7.50;65.8355;77.0407
2018-10-02;7.50;65.5745;75.9877
2018-10-03;7.50;65.2221;75.2272
2018-10-04;7.50;65.4244;75.7353
2018-10-05;7.50;66.2115;76.0505
2018-10-09;7.50;66.9685;76.987
2018-10-10;7.50;66.4032;76.211
2018-10-11;7.50;66.1832;76.071
2018-10-12;7.50;66.7727;77.0824
2018-10-16;7.50;65.7508;76.054
2018-10-17;7.50;65.5305;75.9236
2018-10-18;7.50;65.4026;75.6512
2018-10-19;7.50;65.7238;75.5692
2018-10-23;7.50;65.3065;75.3702
2018-10-24;7.50;65.3101;74.8584
2018-10-25;7.50;65.6299;75.0806
2018-10-26;7.50;65.7476;74.9851
2018-10-30;7.50;65.8129;75.0399
2018-10-31;7.50;65.7742;74.7918
2018-11-01;7.50;65.5962;74.4189
2018-11-02;7.50;65.6517;74.5803
2018-11-07;7.50;65.9912;75.3158
2018-11-08;7.50;66.0918;75.6817
2018-11-09;7.50;66.2155;75.6711
2018-11-13;7.50;67.5238;76.0926
2018-11-14;7.50;67.6812;76.0737
2018-11-15;7.50;67.9975;76.7556
2018-11-16;7.50;66.6159;75.5358
2018-11-20;7.50;66.0081;75.3218
2018-11-21;7.50;65.5871;75.1825
2018-11-22;7.50;65.9485;75.1483
2018-11-23;7.50;65.6067;74.8048
2018-11-27;7.50;66.5072;75.5655
2018-11-28;7.50;66.78;75.6217
2018-11-29;7.50;66.9436;75.5191
2018-11-30;7.50;66.6342;75.8897
2018-12-04;7.50;66.2921;75.3874
2018-12-05;7.50;66.4467;75.6562
2018-12-06;7.50;66.8242;75.7051
2018-12-07;7.50;66.7377;75.6071
2018-12-11;7.50;66.2416;75.7075
2018-12-12;7.50;66.5022;75.6197
2018-12-13;7.50;66.4225;75.2168
2018-12-14;7.50;66.255;75.3916
2018-12-18;7.75;66.6208;75.3814
2018-12-19;7.75;66.7454;75.7761
2018-12-20;7.75;67.1121;76.4742
2018-12-21;7.75;67.371;76.9377
2018-12-25;7.75;68.4073;77.8886
2018-12-26;7.75;68.7448;78.4309
2018-12-27;7.75;68.8865;78.5237
2018-12-28;7.75;68.8762;78.388
2019-01-10;7.75;67.0795;76.9066
2019-01-11;7.75;66.8605;77.2105
2019-01-15;7.75;67.192;77.0692
2019-01-16;7.75;67.082;76.9498
2019-01-17;7.75;66.7617;76.135
2019-01-18;7.75;66.4438;75.633
2019-01-22;7.75;66.3634;75.5481
2019-01-23;7.75;66.5499;75.5541
2019-01-24;7.75;66.3318;75.3861
2019-01-25;7.75;66.0016;75.0306
2019-01-29;7.75;65.93;75.1932
2019-01-30;7.75;66.3412;75.8811
2019-01-31;7.75;66.0987;75.5706
2019-02-01;7.75;65.3577;75.2006
2019-02-05;7.75;65.5859;75.0565
2019-02-06;7.75;65.5691;74.9127
2019-02-07;7.75;65.6686;74.7703
2019-02-08;7.75;66.0199;74.9656
2019-02-12;7.75;65.6517;74.3243
2019-02-13;7.75;65.7147;74.1459
2019-02-14;7.75;65.6783;74.3872
2019-02-15;7.75;66.5429;75.0471
2019-02-19;7.75;66.247;74.9055
2019-02-20;7.75;66.2022;74.8151
2019-02-21;7.75;65.8568;74.6816
2019-02-22;7.75;65.5401;74.2963
2019-02-26;7.75;65.2582;74.0876
2019-02-27;7.75;65.6182;74.4898
2019-02-28;7.75;65.757;74.8249
2019-03-01;7.75;65.8895;74.9691
2019-03-05;7.75;65.7956;74.7438
2019-03-06;7.75;65.8004;74.5058
2019-03-07;7.75;65.843;74.4158
2019-03-12;7.75;66.0763;74.2896
2019-03-13;7.75;65.7674;74.0672
2019-03-14;7.75;65.589;74.0237
2019-03-15;7.75;65.4021;74.0613
2019-03-19;7.75;64.6694;73.361
2019-03-20;7.75;64.3167;72.9995
2019-03-21;7.75;64.2803;72.9389
2019-03-22;7.75;63.742;72.787
2019-03-26;7.75;64.4993;72.9229
2019-03-27;7.75;64.1683;72.5808
2019-03-28;7.75;64.5925;72.7182
2019-03-29;7.75;64.8012;72.8884
2019-04-02;7.75;65.4176;73.4967
2019-04-03;7.75;65.4726;73.3162
2019-04-04;7.75;65.1639;73.1725
2019-04-05;7.75;65.3281;73.4223
2019-04-09;7.75;65.3498;73.3617
2019-04-10;7.75;64.7766;72.9708
2019-04-11;7.75;64.7373;72.946
2019-04-12;7.75;64.3991;72.6551
2019-04-16;7.75;64.2469;72.7018
2019-04-17;7.75;64.2422;72.6515
2019-04-18;7.75;63.945;72.3602
2019-04-19;7.75;64.0688;72.244
2019-04-23;7.75;63.786;71.721
2019-04-24;7.75;63.7906;71.7453
2019-04-25;7.75;63.9798;71.715
2019-04-26;7.75;64.6794;72.1111
2019-04-30;7.75;64.6917;72.2024
2019-05-07;7.75;65.335;73.1099
2019-05-08;7.75;65.2166;73.0817
2019-05-14;7.75;65.4703;73.5231
2019-05-15;7.75;65.3001;73.3712
2019-05-16;7.75;64.8489;72.6891
2019-05-17;7.75;64.5598;72.3651
2019-05-21;7.75;64.4888;71.9631
2019-05-22;7.75;64.5372;71.9654
2019-05-23;7.75;64.4156;71.8427
2019-05-24;7.75;64.4913;71.8369
2019-05-28;7.75;64.4636;72.1863
2019-05-29;7.75;64.5394;72.168
2019-05-30;7.75;64.9084;72.4118
2019-05-31;7.75;65.0583;72.4229
2019-06-04;7.75;65.5547;73.218
2019-06-05;7.75;65.1614;73.4239
2019-06-06;7.75;65.1243;73.369
2019-06-07;7.75;65.234;73.2708
2019-06-11;7.75;64.7919;73.2148
2019-06-12;7.75;64.5158;73.0448
2019-06-14;7.75;64.6314;73.0141
2019-06-18;7.50;64.3187;72.1077
2019-06-19;7.50;64.3352;72.2291
2019-06-20;7.50;63.9794;71.6377
2019-06-21;7.50;63.3877;71.5457
2019-06-25;7.50;62.9095;71.5973
2019-06-26;7.50;62.5229;71.2323
2019-06-27;7.50;62.8083;71.3816
2019-06-28;7.50;63.0452;71.6635
2019-07-02;7.50;63.0541;71.3962
2019-07-03;7.50;63.2265;71.408
2019-07-04;7.50;63.4951;71.6034
2019-07-05;7.50;63.4013;71.542
2019-07-09;7.50;63.8699;71.7067
2019-07-10;7.50;63.766;71.4626
2019-07-11;7.50;63.7988;71.5631
2019-07-12;7.50;62.9944;71.0073
2019-07-16;7.50;62.828;70.8574
2019-07-17;7.50;62.8129;70.6771
2019-07-18;7.50;62.9451;70.5552
2019-07-19;7.50;62.8286;70.6068
2019-07-23;7.50;62.9776;70.6546
2019-07-24;7.50;63.129;70.635
2019-07-25;7.50;63.1162;70.3241
2019-07-26;7.50;63.1572;70.294
2019-07-30;7.25;63.521;70.6417
2019-07-31;7.25;63.3791;70.598
2019-08-01;7.25;63.4172;70.7355
2019-08-02;7.25;63.834;70.4727
2019-08-06;7.25;65.0546;72.3732
2019-08-07;7.25;65.203;73.073
2019-08-08;7.25;65.0932;72.8914
2019-08-09;7.25;65.1299;73.0432
2019-08-13;7.25;65.4287;73.1231
2019-08-14;7.25;65.6017;73.4149
2019-08-15;7.25;65.2032;72.9037
2019-08-16;7.25;65.8907;73.455
2019-08-20;7.25;66.6082;73.9484
2019-08-21;7.25;66.784;73.9766
2019-08-22;7.25;66.263;73.4989
2019-08-23;7.25;65.6196;72.8312
2019-08-27;7.25;65.9735;73.3955
2019-08-28;7.25;66.2608;73.6091
2019-08-29;7.25;66.4127;73.6583
2019-08-30;7.25;66.7471;73.9558
2019-09-03;7.25;66.6235;73.1726
2019-09-04;7.25;66.9072;73.2032
2019-09-05;7.25;66.5002;73.0638
2019-09-06;7.25;66.0528;72.8761
2019-09-10;7.00;65.5698;72.33
2019-09-11;7.00;65.4393;72.3039
2019-09-12;7.00;65.4321;72.224
2019-09-13;7.00;65.1909;71.8273
2019-09-17;7.00;63.8272;70.6695
2019-09-18;7.00;64.1213;70.604
2019-09-19;7.00;64.429;71.2391
2019-09-20;7.00;64.2199;70.9373
2019-09-24;7.00;63.9453;70.2759
2019-09-25;7.00;63.706;70.0193
2019-09-26;7.00;64.1873;70.5868
2019-09-27;7.00;64.2888;70.3834
2019-10-01;7.00;64.6407;70.7169
2019-10-02;7.00;65.067;70.8449
2019-10-03;7.00;65.4399;71.4669
2019-10-04;7.00;65.1312;71.2991
2019-10-08;7.00;64.8259;71.1464
2019-10-09;7.00;64.8672;71.2372
2019-10-10;7.00;65.0976;71.4511
2019-10-11;7.00;64.7416;71.2999
2019-10-15;7.00;64.3652;70.9305
2019-10-16;7.00;64.2548;70.8473
2019-10-17;7.00;64.3455;71.0503
2019-10-18;7.00;64.0144;70.9023
2019-10-22;7.00;63.7606;71.1696
2019-10-23;7.00;63.6336;70.9196
2019-10-24;7.00;63.7997;70.9644
2019-10-25;7.00;63.86;71.14
2019-10-29;6.50;63.87;70.8382
2019-10-30;6.50;63.832;70.7769
2019-10-31;6.50;63.8734;71.0081
2019-11-01;6.50;63.7748;71.1918
2019-11-06;6.50;63.248;70.4203
2019-11-07;6.50;63.588;70.4301
2019-11-08;6.50;63.7298;70.5489
2019-11-12;6.50;63.9121;70.4759
2019-11-13;6.50;63.853;70.4235
2019-11-14;6.50;64.2009;70.6724
2019-11-15;6.50;64.2101;70.6761
2019-11-19;6.50;63.7542;70.5313
2019-11-20;6.50;63.773;70.6286
2019-11-21;6.50;64.0213;70.8524
2019-11-22;6.50;63.843;70.6997
2019-11-26;6.50;63.7637;70.3122
2019-11-27;6.50;64.0239;70.5159
2019-11-28;6.50;63.9722;70.4398
2019-11-29;6.50;64.1005;70.5747
2019-12-03;6.50;64.4097;70.973
2019-12-04;6.50;64.1401;71.0608
2019-12-05;6.50;64.1948;71.1086
2019-12-06;6.50;63.8135;70.7245
2019-12-10;6.50;63.7244;70.5047
2019-12-11;6.50;63.5788;70.3881
2019-12-12;6.50;63.5653;70.4558
2019-12-13;6.50;63.2257;70.4271
2019-12-17;6.25;62.7686;69.9431
2019-12-18;6.25;62.5326;69.6801
2019-12-19;6.25;62.5831;69.6925
2019-12-20;6.25;62.5283;69.5877
2019-12-24;6.25;62.2499;68.9978
2019-12-25;6.25;62.1673;68.9062
2019-12-26;6.25;61.7164;68.4065
2019-12-27;6.25;61.7676;68.5003
2019-12-31;6.25;61.9057;69.3406
2020-01-10;6.25;61.234;68.0555
2020-01-14;6.25;60.9474;67.8162
2020-01-15;6.25;61.414;68.4213
2020-01-16;6.25;61.4328;68.3747
2020-01-17;6.25;61.5694;68.656
2020-01-21;6.25;61.4654;68.2082
2020-01-22;6.25;61.8552;68.6222
2020-01-23;6.25;61.8343;68.5186
2020-01-24;6.25;61.9515;68.6856
2020-01-28;6.25;62.338;68.7775
2020-01-29;6.25;62.8299;69.226
2020-01-30;6.25;62.3934;68.6764
2020-01-31;6.25;63.0359;69.4151
2020-02-04;6.25;63.9091;70.7921
2020-02-05;6.25;63.4342;70.1265
2020-02-06;6.25;63.1742;69.7443
2020-02-07;6.25;62.7977;69.0837
2020-02-11;6.00;63.7708;69.8226
2020-02-12;6.00;63.949;69.7684
2020-02-13;6.00;63.047;68.7843
2020-02-14;6.00;63.6016;69.1795
2020-02-18;6.00;63.3085;68.6201
2020-02-19;6.00;63.7698;69.0882
2020-02-20;6.00;63.6873;68.7823
2020-02-21;6.00;63.7413;68.7705
2020-02-26;6.00;64.9213;70.4591
2020-02-27;6.00;65.5177;71.2439
2020-02-28;6.00;65.6097;71.6458
2020-03-03;6.00;66.3274;73.4178
2020-03-04;6.00;66.4437;73.9385
2020-03-05;6.00;66.0784;73.7369
2020-03-06;6.00;66.1854;73.6842
2020-03-11;6.00;72.0208;81.8588
2020-03-12;6.00;71.472;81.0207
2020-03-13;6.00;74.0274;83.6584
2020-03-17;6.00;74.1262;82.7471
2020-03-18;6.00;73.8896;82.3056
2020-03-19;6.00;77.2131;84.8881
2020-03-20;6.00;80.157;87.2669
2020-03-24;6.00;80.8815;86.705
2020-03-25;6.00;78.8493;85.4253
2020-03-26;6.00;77.7928;84.1485
2020-03-27;6.00;78.7223;85.9648
2020-04-07;6.00;76.4074;82.6346
2020-04-08;6.00;75.455;82.012
2020-04-09;6.00;75.7499;82.2341
2020-04-10;6.00;74.605;81.0882
2020-04-14;6.00;73.5245;80.5387
2020-04-15;6.00;73.315;80.1186
2020-04-16;6.00;73.7145;80.6731
2020-04-17;6.00;74.7119;81.2791
2020-04-21;6.00;74.6657;81.1019
2020-04-22;6.00;76.2562;82.616
2020-04-23;6.00;77.0416;83.6826
2020-04-24;6.00;75.129;81.1468
2020-04-28;5.50;74.496;80.7611
2020-04-29;5.50;74.5706;80.7749
2020-04-30;5.50;73.6894;80.0488
2020-05-07;5.50;73.9719;80.0598
2020-05-08;5.50;74.1169;80.0611
2020-05-13;5.50;73.4326;79.4394
2020-05-14;5.50;73.5819;79.7775
2020-05-15;5.50;73.9298;79.9033
2020-05-19;5.50;72.9798;78.9422
2020-05-20;5.50;72.3918;79.1677
2020-05-21;5.50;72.3381;79.1813
2020-05-22;5.50;70.924;77.7965
2020-05-26;5.50;71.5962;77.8823
2020-05-27;5.50;71.1408;77.7854
2020-05-28;5.50;71.0635;77.9069
2020-05-29;5.50;71.1012;78.2611
2020-06-02;5.50;69.7114;77.6376
2020-06-03;5.50;68.9831;76.7782
2020-06-04;5.50;68.3413;76.6243
2020-06-05;5.50;69.0151;77.3245
2020-06-09;5.50;68.3123;77.1861
2020-06-10;5.50;68.6745;77.3481
2020-06-11;5.50;68.6183;77.9229
2020-06-16;5.50;70.395;79.1451
2020-06-17;5.50;69.7524;79.0434
2020-06-18;5.50;69.4822;78.3829
2020-06-19;5.50;69.618;78.2924
2020-06-23;4.50;69.4835;77.8285
2020-06-25;4.50;68.8376;77.759
2020-06-26;4.50;69.466;78.0589
2020-06-30;4.50;69.9513;78.6812
2020-07-02;4.50;70.4413;79.1901
2020-07-03;4.50;70.5198;79.5181
2020-07-07;4.50;71.3409;80.5581
2020-07-08;4.50;72.1719;81.4676
2020-07-09;4.50;71.2379;80.4062
2020-07-10;4.50;70.88;80.4134
2020-07-14;4.50;70.7479;80.0937
2020-07-15;4.50;71.1275;80.623
2020-07-16;4.50;70.7998;80.8392
2020-07-17;4.50;71.231;81.2318
2020-07-21;4.50;71.9628;82.3902
2020-07-22;4.50;70.9668;81.2499
2020-07-23;4.50;70.7881;81.5904
2020-07-24;4.50;70.963;82.1893
2020-07-28;4.25;71.585;83.7759
2020-07-29;4.25;71.9196;84.261
2020-07-30;4.25;72.2348;84.912
2020-07-31;4.25;73.3633;86.2532
2020-08-04;4.25;74.1586;87.2253
2020-08-05;4.25;73.3806;86.5011
2020-08-06;4.25;73.2806;86.625
2020-08-07;4.25;73.0397;86.6178
2020-08-11;4.25;73.775;86.8258
2020-08-12;4.25;73.1522;85.9246
2020-08-13;4.25;73.2351;85.956
2020-08-14;4.25;73.6067;87.0399
2020-08-18;4.25;72.9676;86.4666
2020-08-19;4.25;73.4321;87.3401
2020-08-20;4.25;73.2392;87.4037
2020-08-21;4.25;73.7711;87.4261
2020-08-25;4.25;74.4184;87.903
2020-08-26;4.25;74.5126;88.059
2020-08-27;4.25;75.5379;89.2254
2020-08-28;4.25;75.2354;88.996
2020-09-01;4.25;73.8039;87.8266
2020-09-02;4.25;73.5849;88.1547
2020-09-03;4.25;73.8588;87.7369
2020-09-04;4.25;75.468;89.1353
2020-09-08;4.25;75.591;89.4771
2020-09-09;4.25;75.9645;89.7369
2020-09-10;4.25;76.0713;89.5663
2020-09-11;4.25;75.5274;89.3036
2020-09-15;4.25;74.7148;88.5819
2020-09-16;4.25;75.1884;89.3614
2020-09-17;4.25;74.9278;88.8644
2020-09-18;4.25;75.1941;88.6313
2020-09-22;4.25;76.0381;90.0063
2020-09-23;4.25;76.2711;89.4813
2020-09-24;4.25;76.3545;89.2508
2020-09-25;4.25;77.178;89.9818
2020-09-29;4.25;78.6713;91.479
2020-09-30;4.25;79.6845;93.0237
2020-10-01;4.25;78.7847;92.4302
2020-10-02;4.25;77.2774;90.7237
2020-10-06;4.25;78.1281;91.6599
2020-10-07;4.25;78.5119;92.5184
2020-10-08;4.25;78.0921;91.8129
2020-10-09;4.25;77.9157;91.699
2020-10-13;4.25;77.0239;91.0037
2020-10-14;4.25;77.2855;91.0732
2020-10-15;4.25;77.2759;90.7065
2020-10-16;4.25;77.9461;91.4542
2020-10-20;4.25;77.9241;91.3115
2020-10-21;4.25;77.778;91.5603
2020-10-22;4.25;77.0322;91.3448
2020-10-23;4.25;77.0809;91.3563
2020-10-27;4.25;76.4443;90.4489
2020-10-28;4.25;76.4556;90.3552
2020-10-29;4.25;77.552;91.2632
2020-10-30;4.25;78.8699;92.6011
2020-11-03;4.25;80.5749;93.757
2020-11-06;4.25;78.4559;92.1229
2020-11-10;4.25;76.9515;91.4953
2020-11-11;4.25;76.3978;90.3557
2020-11-12;4.25;76.2075;90.0468
2020-11-13;4.25;77.1148;90.8104
2020-11-17;4.25;76.9197;91.1729
2020-11-18;4.25;76.253;90.3903
2020-11-19;4.25;75.9268;90.2314
2020-11-20;4.25;76.2627;90.3484
2020-11-24;4.25;75.76;89.9347
2020-11-25;4.25;75.8146;89.8934
2020-11-26;4.25;75.4727;89.888
2020-11-27;4.25;75.4518;90.0291
2020-12-01;4.25;76.1999;91.2037
2020-12-02;4.25;76.3203;91.3096
2020-12-03;4.25;75.6151;91.3052
2020-12-04;4.25;75.1996;91.1946
2020-12-08;4.25;74.2506;89.9695
2020-12-09;4.25;73.6618;89.2044
2020-12-10;4.25;73.3057;88.9418
2020-12-11;4.25;73.7124;89.133
2020-12-15;4.25;72.9272;88.5847
2020-12-16;4.25;73.4453;89.1846
2020-12-17;4.25;73.4201;89.3229
2020-12-18;4.25;72.9781;89.2887
2020-12-22;4.25;74.6721;91.0029
2020-12-23;4.25;75.3498;92.0699
2020-12-24;4.25;75.4571;91.9822
2020-12-25;4.25;74.8392;91.3487
2020-12-29;4.25;73.7175;90.127
2020-12-30;4.25;73.6567;90.2074
2020-12-31;4.25;73.8757;90.6824
2021-01-12;4.25;74.5157;90.8123
2021-01-13;4.25;74.2663;90.3227
2021-01-14;4.25;73.5264;89.7831
2021-01-15;4.25;73.7961;89.6475
2021-01-19;4.25;73.9735;89.3304
2021-01-20;4.25;73.7243;89.2064
2021-01-21;4.25;73.355;89.1483
2021-01-22;4.25;73.3694;88.9677
2021-01-26;4.25;74.8569;91.1458
2021-01-27;4.25;75.6354;91.6701
2021-01-28;4.25;75.04;91.2186
2021-01-29;4.25;76.1854;92.131
2021-02-02;4.25;75.5053;91.5426
2021-02-03;4.25;75.9051;91.625
2021-02-04;4.25;76.0801;91.5624
2021-02-05;4.25;75.7293;90.9206
2021-02-09;4.25;74.2602;89.4019
2021-02-10;4.25;74.1192;89.5286
2021-02-11;4.25;73.8526;89.5684
2021-02-12;4.25;73.7579;89.4388
2021-02-16;4.25;73.3092;88.9754
2021-02-17;4.25;73.2895;88.9441
2021-02-18;4.25;73.7669;89.0809
2021-02-19;4.25;73.7755;88.87
2021-02-20;4.25;73.9717;89.5427
2021-02-25;4.25;73.7532;89.6691
2021-02-26;4.25;73.4747;89.4995
2021-03-02;4.25;74.0448;89.4461
2021-03-03;4.25;74.5755;89.5652
2021-03-04;4.25;73.5187;88.8768
2021-03-05;4.25;73.7864;88.9421
2021-03-10;4.25;74.264;88.1736
2021-03-11;4.25;74.0393;87.9587
2021-03-12;4.25;73.4996;87.7585
2021-03-16;4.25;73.2317;87.3508
2021-03-17;4.25;72.9619;86.9852
2021-03-18;4.25;73.1019;86.9693
2021-03-19;4.25;73.6582;88.1173
2021-03-23;4.50;74.6085;88.6573
2021-03-24;4.50;75.3585;89.767
2021-03-25;4.50;76.1535;90.0515
2021-03-26;4.50;76.1741;89.9768
2021-03-30;4.50;75.8287;89.349
2021-03-31;4.50;75.7023;88.8821
2021-04-01;4.50;75.6373;88.7452
2021-04-02;4.50;75.8073;88.9523
2021-04-06;4.50;76.6052;89.9958
2021-04-07;4.50;76.3802;90.1821
2021-04-08;4.50;77.773;92.3321
2021-04-09;4.50;77.1011;91.6192
2021-04-13;4.50;77.5104;92.0669
2021-04-14;4.50;77.2535;91.9162
2021-04-15;4.50;75.6826;90.5391
2021-04-16;4.50;76.9808;92.2307
