Date,Volume
2015-07-22,461802400
2015-07-23,203998000
2015-07-24,168649200
2015-07-27,177822000
2015-07-28,134472400
2015-07-29,148046800
2015-07-30,134513200
2015-07-31,171540000
2015-08-03,279904000
2015-08-04,496554400
2015-08-05,397250400
2015-08-06,211612000
2015-08-07,154681600
2015-08-10,219806400
2015-08-11,388331200
2015-08-12,404870000
2015-08-13,194143200
2015-08-14,171718000
2015-08-17,163538800
2015-08-18,138242800
2015-08-19,193146000
2015-08-20,274006400
2015-08-21,513102000
2015-08-24,648825200
2015-08-25,414406400
2015-08-26,387098400
2015-08-27,338464400
2015-08-28,212657600
2015-08-31,224917200
2015-09-01,307383600
2015-09-02,247555200
2015-09-03,212935600
2015-09-04,199985200
2015-09-08,219374400
2015-09-09,340043200
2015-09-10,251571200
2015-09-11,199662000
2015-09-14,233453600
2015-09-15,173364800
2015-09-16,148694000
2015-09-17,256450400
2015-09-18,297141200
2015-09-21,200888000
2015-09-22,201384800
2015-09-23,143026800
2015-09-24,200878000
2015-09-25,224607600
2015-09-28,208436000
2015-09-29,293461600
2015-09-30,265892000
2015-10-01,255716400
2015-10-02,232079200
2015-10-05,208258800
2015-10-06,192787200
2015-10-07,187062400
2015-10-08,247918400
2015-10-09,211064400
2015-10-12,121868800
2015-10-13,132197200
2015-10-14,177849600
2015-10-15,150694000
2015-10-16,156930400
2015-10-19,119036800
2015-10-20,195871200
2015-10-21,167180800
2015-10-22,166616400
2015-10-23,237467600
2015-10-26,265335200
2015-10-27,279537600
2015-10-28,342205600
2015-10-29,204909200
2015-10-30,197461200
2015-11-02,128813200
2015-11-03,182076000
2015-11-04,179544400
2015-11-05,158210800
2015-11-06,132169200
2015-11-09,135485600
2015-11-10,236511600
2015-11-11,180872000
2015-11-12,130102400
2015-11-13,183249600
2015-11-16,152426800
2015-11-17,110467600
2015-11-18,186698800
2015-11-19,173183200
2015-11-20,137148400
2015-11-23,129930000
2015-11-24,171212800
2015-11-25,85553200
2015-11-27,52185600
2015-11-30,156721200
2015-12-01,139409600
2015-12-02,133546400
2015-12-03,166278000
2015-12-04,231108000
2015-12-07,128336800
2015-12-08,137238000
2015-12-09,185445600
2015-12-10,116850800
2015-12-11,187544800
2015-12-14,257274800
2015-12-15,213292400
2015-12-16,224954000
2015-12-17,179091200
2015-12-18,385813200
2015-12-21,190362400
2015-12-22,131157600
2015-12-23,130629600
2015-12-24,54281600
2015-12-28,106816800
2015-12-29,123724800
2015-12-30,100855200
2015-12-31,163649200
2016-01-04,270597600
2016-01-05,223164000
2016-01-06,273829600
2016-01-07,324377600
2016-01-08,283192000
2016-01-11,198957600
2016-01-12,196616800
2016-01-13,249758400
2016-01-14,252680400
2016-01-15,319335600
2016-01-19,212350800
2016-01-20,289337600
2016-01-21,208646000
2016-01-22,263202000
2016-01-25,207178000
2016-01-26,300308000
2016-01-27,533478800
2016-01-28,222715200
2016-01-29,257666000
2016-02-01,163774000
2016-02-02,149428800
2016-02-03,183857200
2016-02-04,185886800
2016-02-05,185672400
2016-02-08,216085600
2016-02-09,177324800
2016-02-10,169374400
2016-02-11,200298800
2016-02-12,161405600
2016-02-16,196231600
2016-02-17,179452800
2016-02-18,156084000
2016-02-19,141496800
2016-02-22,137123200
2016-02-23,127770400
2016-02-24,145022800
2016-02-25,110330800
2016-02-26,115964400
2016-02-29,140865200
2016-03-01,201628400
2016-03-02,132678400
2016-03-03,147822800
2016-03-04,184220400
2016-03-07,143315600
2016-03-08,126247600
2016-03-09,108806800
2016-03-10,134054400
2016-03-11,109632800
2016-03-14,100304400
2016-03-15,160270800
2016-03-16,153214000
2016-03-17,137682800
2016-03-18,176820800
2016-03-21,142010800
2016-03-22,129777600
2016-03-23,102814000
2016-03-24,104532000
2016-03-28,77645600
2016-03-29,124760400
2016-03-30,182404400
2016-03-31,103553600
2016-04-01,103496000
2016-04-04,149424800
2016-04-05,106314800
2016-04-06,105616400
2016-04-07,127207600
2016-04-08,94326800
2016-04-11,117630000
2016-04-12,108929200
2016-04-13,133029200
2016-04-14,101895600
2016-04-15,187756000
2016-04-18,243286000
2016-04-19,129539600
2016-04-20,122444000
2016-04-21,126210000
2016-04-22,134732400
2016-04-25,112126400
2016-04-26,224064800
2016-04-27,458408400
2016-04-28,328970800
2016-04-29,274126000
2016-05-02,192640400
2016-05-03,227325200
2016-05-04,164102000
2016-05-05,143562000
2016-05-06,174799600
2016-05-09,131745600
2016-05-10,134747200
2016-05-11,114876400
2016-05-12,305258800
2016-05-13,177571200
2016-05-16,245039200
2016-05-17,187667600
2016-05-18,168249600
2016-05-19,121768400
2016-05-20,128104000
2016-05-23,152074400
2016-05-24,140560800
2016-05-25,152675200
2016-05-26,225324800
2016-05-27,145364800
2016-05-31,169228800
2016-06-01,116693200
2016-06-02,160766400
2016-06-03,114019600
2016-06-06,93170000
2016-06-07,89638000
2016-06-08,83392400
2016-06-09,106405600
2016-06-10,126851600
2016-06-13,152082000
2016-06-14,127727600
2016-06-15,117780800
2016-06-16,125307200
2016-06-17,244032800
2016-06-20,137647600
2016-06-21,142185600
2016-06-22,116876400
2016-06-23,128960800
2016-06-24,301245600
2016-06-27,181958400
2016-06-28,161779600
2016-06-29,146124000
2016-06-30,143345600
2016-07-01,104106000
2016-07-05,110820800
2016-07-06,123796400
2016-07-07,100558400
2016-07-08,115648400
2016-07-11,95179600
2016-07-12,96670000
2016-07-13,103568800
2016-07-14,155676000
2016-07-15,120548000
2016-07-18,145975600
2016-07-19,95119600
2016-07-20,105104000
2016-07-21,130808000
2016-07-22,113254800
2016-07-25,161531600
2016-07-26,224959200
2016-07-27,369379200
2016-07-28,159479200
2016-07-29,110934800
2016-08-01,152671600
2016-08-02,135266400
2016-08-03,120810400
2016-08-04,109634800
2016-08-05,162213600
2016-08-08,112148800
2016-08-09,105260800
2016-08-10,96034000
2016-08-11,109938000
2016-08-12,74641600
2016-08-15,103472800
2016-08-16,135177600
2016-08-17,101424000
2016-08-18,87938800
2016-08-19,101472400
2016-08-22,103280800
2016-08-23,85030800
2016-08-24,94700400
2016-08-25,100344800
2016-08-26,111065200
2016-08-29,99881200
2016-08-30,99455600
2016-08-31,118649600
2016-09-01,106806000
2016-09-02,107210000
2016-09-06,107521600
2016-09-07,169457200
2016-09-08,212008000
2016-09-09,186228000
2016-09-12,181171200
2016-09-13,248704800
2016-09-14,443554800
2016-09-15,359934400
2016-09-16,319547600
2016-09-19,188092000
2016-09-20,138057200
2016-09-21,144012800
2016-09-22,124296000
2016-09-23,209924800
2016-09-26,119477600
2016-09-27,98429600
2016-09-28,118564400
2016-09-29,143548000
2016-09-30,145516400
2016-10-03,86807200
2016-10-04,118947200
2016-10-05,85812400
2016-10-06,115117200
2016-10-07,97433600
2016-10-10,144944000
2016-10-11,256164000
2016-10-12,150347200
2016-10-13,140769600
2016-10-14,142608800
2016-10-17,94499600
2016-10-18,98214000
2016-10-19,80138400
2016-10-20,96503200
2016-10-21,92770800
2016-10-24,94154800
2016-10-25,192516000
2016-10-26,264536800
2016-10-27,138248000
2016-10-28,151446800
2016-10-31,105677600
2016-11-01,175303200
2016-11-02,113326800
2016-11-03,107730400
2016-11-04,123348000
2016-11-07,130240000
2016-11-08,97016800
2016-11-09,236705600
2016-11-10,228538000
2016-11-11,136575600
2016-11-14,204702000
2016-11-15,129058000
2016-11-16,235362000
2016-11-17,110528000
2016-11-18,113715600
2016-11-21,117058400
2016-11-22,103862000
2016-11-23,109705600
2016-11-25,45903600
2016-11-28,108776000
2016-11-29,114115200
2016-11-30,144649200
2016-12-01,148347600
2016-12-02,106112000
2016-12-05,137298000
2016-12-06,104782000
2016-12-07,119994800
2016-12-08,108273200
2016-12-09,137610400
2016-12-12,105497600
2016-12-13,174935200
2016-12-14,136127200
2016-12-15,186098000
2016-12-16,177404400
2016-12-19,111117600
2016-12-20,85700000
2016-12-21,95132800
2016-12-22,104343600
2016-12-23,56998000
2016-12-27,73187600
2016-12-28,83623600
2016-12-29,60158000
2016-12-30,122345200
2017-01-03,115127600
2017-01-04,84472400
2017-01-05,88774400
2017-01-06,127007600
2017-01-09,134247600
2017-01-10,97848400
2017-01-11,110354400
2017-01-12,108344800
2017-01-13,104447600
2017-01-17,137759200
2017-01-18,94852000
2017-01-19,102389200
2017-01-20,130391600
2017-01-23,88200800
2017-01-24,92844000
2017-01-25,129510400
2017-01-26,105350400
2017-01-27,82251600
2017-01-30,121510000
2017-01-31,196804000
2017-02-01,447940000
2017-02-02,134841600
2017-02-03,98029200
2017-02-06,107383600
2017-02-07,152735200
2017-02-08,92016400
2017-02-09,113399600
2017-02-10,80262000
2017-02-13,92141600
2017-02-14,132904800
2017-02-15,142492400
2017-02-16,90338400
2017-02-17,88792800
2017-02-21,98028800
2017-02-22,83347600
2017-02-23,83152800
2017-02-24,87106400
2017-02-27,81029600
2017-02-28,93931600
2017-03-01,145658400
2017-03-02,104844000
2017-03-03,84432400
2017-03-06,87000000
2017-03-07,69785200
2017-03-08,74828800
2017-03-09,88623600
2017-03-10,78451200
2017-03-13,69686800
2017-03-14,61236400
2017-03-15,102767200
2017-03-16,76928000
2017-03-17,175540000
2017-03-20,86168000
2017-03-21,158119600
2017-03-22,103440800
2017-03-23,81385200
2017-03-24,89582400
2017-03-27,94300400
2017-03-28,133499200
2017-03-29,116760000
2017-03-30,84829200
2017-03-31,78646800
2017-04-03,79942800
2017-04-04,79565600
2017-04-05,110871600
2017-04-06,84596000
2017-04-07,66688800
2017-04-10,75733600
2017-04-11,121517600
2017-04-12,81400000
2017-04-13,71291600
2017-04-17,66328400
2017-04-18,58790000
2017-04-19,69313600
2017-04-20,93278400
2017-04-21,69283600
2017-04-24,68537200
2017-04-25,75486000
2017-04-26,80164800
2017-04-27,56985200
2017-04-28,83441600
2017-05-01,134411600
2017-05-02,181408800
2017-05-03,182788000
2017-05-04,93487600
2017-05-05,109310800
2017-05-08,195009600
2017-05-09,156521600
2017-05-10,103222800
2017-05-11,109020400
2017-05-12,130108000
2017-05-15,104038800
2017-05-16,80194000
2017-05-17,203070800
2017-05-18,134272800
2017-05-19,107843200
2017-05-22,91865600
2017-05-23,79675600
2017-05-24,76712000
2017-05-25,76942400
2017-05-26,87710400
2017-05-30,80507600
2017-05-31,97804800
2017-06-01,65616400
2017-06-02,111082800
2017-06-05,101326800
2017-06-06,106499600
2017-06-07,84278400
2017-06-08,85003200
2017-06-09,259530800
2017-06-12,289229200
2017-06-13,136661600
2017-06-14,126124800
2017-06-15,128661600
2017-06-16,201444400
2017-06-19,130165600
2017-06-20,99600400
2017-06-21,85063200
2017-06-22,76425200
2017-06-23,141757600
2017-06-26,102769600
2017-06-27,99047600
2017-06-28,88329600
2017-06-29,125997600
2017-06-30,92096400
2017-07-03,57111200
2017-07-05,86278400
2017-07-06,96515200
2017-07-07,76806800
2017-07-10,84362400
2017-07-11,79127200
2017-07-12,99538000
2017-07-13,100797600
2017-07-14,80528400
2017-07-17,95174000
2017-07-18,71475200
2017-07-19,83692000
2017-07-20,68974800
2017-07-21,105010400
2017-07-24,85972800
2017-07-25,75415600
2017-07-26,63124000
2017-07-27,129905200
2017-07-28,68854800
2017-07-31,79383600
2017-08-01,141474400
2017-08-02,279747200
2017-08-03,108389200
2017-08-04,82239600
2017-08-07,87481200
2017-08-08,144823600
2017-08-09,104526000
2017-08-10,163217200
2017-08-11,105028400
2017-08-14,88490800
2017-08-15,117862000
2017-08-16,110686400
2017-08-17,111762400
2017-08-18,109712400
2017-08-21,105474000
2017-08-22,86418400
2017-08-23,77596400
2017-08-24,79275600
2017-08-25,101920400
2017-08-28,103864000
2017-08-29,118067600
2017-08-30,109078400
2017-08-31,107140400
2017-09-01,66364400
2017-09-05,117874000
2017-09-06,86606800
2017-09-07,87714000
2017-09-08,114446000
2017-09-11,126323200
2017-09-12,286856000
2017-09-13,179629600
2017-09-14,95042800
2017-09-15,196458400
2017-09-18,113077600
2017-09-19,83242400
2017-09-20,211805600
2017-09-21,150046800
2017-09-22,186581600
2017-09-25,177549200
2017-09-26,146640000
2017-09-27,102016800
2017-09-28,88022000
2017-09-29,105199200
2017-10-02,74795200
2017-10-03,64921200
2017-10-04,80655200
2017-10-05,85135200
2017-10-06,69630400
2017-10-09,65051600
2017-10-10,62468000
2017-10-11,67622400
2017-10-12,64500400
2017-10-13,65576800
2017-10-16,96486000
2017-10-17,75989200
2017-10-18,65496800
2017-10-19,170336800
2017-10-20,95896400
2017-10-23,87937200
2017-10-24,71028800
2017-10-25,84828400
2017-10-26,68002000
2017-10-27,177816800
2017-10-30,178803200
2017-10-31,144187200
2017-11-01,134551200
2017-11-02,165573600
2017-11-03,237594400
2017-11-06,140105200
2017-11-07,97446000
2017-11-08,97638000
2017-11-09,117930400
2017-11-10,100582000
2017-11-13,67928400
2017-11-14,99130000
2017-11-15,116632400
2017-11-16,94550000
2017-11-17,87598000
2017-11-20,65049600
2017-11-21,100525200
2017-11-22,102355600
2017-11-24,56106800
2017-11-27,82867200
2017-11-28,105715200
2017-11-29,166665600
2017-11-30,166108800
2017-12-01,159037200
2017-12-04,130169600
2017-12-05,109400800
2017-12-06,114240000
2017-12-07,102693200
2017-12-08,93420800
2017-12-11,141095200
2017-12-12,77636800
2017-12-13,95273600
2017-12-14,81906000
2017-12-15,160677200
2017-12-18,117684400
2017-12-19,109745600
2017-12-20,93902400
2017-12-21,83799600
2017-12-22,65397600
2017-12-26,132742000
2017-12-27,85992800
2017-12-28,65920800
2017-12-29,103999600
2018-01-02,102223600
2018-01-03,118071600
2018-01-04,89738400
2018-01-05,94640000
2018-01-08,82271200
2018-01-09,86336000
2018-01-10,95839600
2018-01-11,74670800
2018-01-12,101672400
2018-01-16,118263600
2018-01-17,137547200
2018-01-18,124773600
2018-01-19,129700400
2018-01-22,108434400
2018-01-23,130756400
2018-01-24,204420400
2018-01-25,166116000
2018-01-26,156572000
2018-01-29,202561600
2018-01-30,184192800
2018-01-31,129915600
2018-02-01,188923200
2018-02-02,346375200
2018-02-05,290954000
2018-02-06,272975200
2018-02-07,206434400
2018-02-08,217562000
2018-02-09,282690400
2018-02-12,243278000
2018-02-13,130196800
2018-02-14,162579600
2018-02-15,204588800
2018-02-16,160704400
2018-02-20,135722000
2018-02-21,149886400
2018-02-22,123967600
2018-02-23,135249600
2018-02-26,152648800
2018-02-27,155712400
2018-02-28,151128400
2018-03-01,195208000
2018-03-02,153816000
2018-03-05,113605600
2018-03-06,95154000
2018-03-07,126814000
2018-03-08,95096400
2018-03-09,128740800
2018-03-12,128828400
2018-03-13,126774000
2018-03-14,117473600
2018-03-15,90975200
2018-03-16,157618800
2018-03-19,133787200
2018-03-20,78597600
2018-03-21,148219600
2018-03-22,165963200
2018-03-23,164115200
2018-03-26,150164800
2018-03-27,163690400
2018-03-28,166674000
2018-03-29,153594000
2018-04-02,150347200
2018-04-03,121112000
2018-04-04,138422000
2018-04-05,107732800
2018-04-06,140021200
2018-04-09,116070800
2018-04-10,113634400
2018-04-11,89726400
2018-04-12,91557200
2018-04-13,100497200
2018-04-16,86313600
2018-04-17,106421600
2018-04-18,83018000
2018-04-19,139235200
2018-04-20,261964400
2018-04-23,146062000
2018-04-24,134768000
2018-04-25,113528400
2018-04-26,111852000
2018-04-27,142623200
2018-04-30,169709600
2018-05-01,214277600
2018-05-02,266157600
2018-05-03,136272800
2018-05-04,224805200
2018-05-07,169805600
2018-05-08,113611200
2018-05-09,92844800
2018-05-10,111957200
2018-05-11,104848800
2018-05-14,83115200
2018-05-15,94780800
2018-05-16,76732400
2018-05-17,69176000
2018-05-18,73190800
2018-05-21,73603200
2018-05-22,60962800
2018-05-23,80233600
2018-05-24,92936000
2018-05-25,69844000
2018-05-29,90056400
2018-05-30,74762000
2018-05-31,109931200
2018-06-01,93770000
2018-06-04,105064800
2018-06-05,86264000
2018-06-06,83734400
2018-06-07,85388800
2018-06-08,106627200
2018-06-11,73234000
2018-06-12,67644400
2018-06-13,86553600
2018-06-14,86440400
2018-06-15,246876800
2018-06-18,73939600
2018-06-19,134314000
2018-06-20,82514800
2018-06-21,102847600
2018-06-22,108801600
2018-06-25,126652400
2018-06-26,98276800
2018-06-27,101141200
2018-06-28,69460800
2018-06-29,90950800
2018-07-02,70925200
2018-07-03,55819200
2018-07-05,66416800
2018-07-06,69940800
2018-07-09,79026400
2018-07-10,63756400
2018-07-11,75326000
2018-07-12,72164400
2018-07-13,50055600
2018-07-16,60172400
2018-07-17,62138000
2018-07-18,65573600
2018-07-19,81147200
2018-07-20,82704800
2018-07-23,63957600
2018-07-24,74791600
2018-07-25,66839600
2018-07-26,76304000
2018-07-27,96096000
2018-07-30,84118000
2018-07-31,157492000
2018-08-01,271742800
2018-08-02,249616000
2018-08-03,133789600
2018-08-06,101701600
2018-08-07,102349600
2018-08-08,90102000
2018-08-09,93970400
2018-08-10,98444800
2018-08-13,103563600
2018-08-14,82992000
2018-08-15,115230400
2018-08-16,114001600
2018-08-17,141708000
2018-08-20,121150800
2018-08-21,104639200
2018-08-22,76072400
2018-08-23,75532800
2018-08-24,73905600
2018-08-27,82100400
2018-08-28,91107200
2018-08-29,109019200
2018-08-30,195175200
2018-08-31,173360400
2018-09-04,109560400
2018-09-05,133332000
2018-09-06,137160000
2018-09-07,150479200
2018-09-10,158066000
2018-09-11,142996000
2018-09-12,197114800
2018-09-13,166825600
2018-09-14,127997200
2018-09-17,148780400
2018-09-18,126286800
2018-09-19,108495200
2018-09-20,106435200
2018-09-21,384986800
2018-09-24,110773600
2018-09-25,98217600
2018-09-26,95938800
2018-09-27,120724800
2018-09-28,91717600
2018-10-01,94403200
2018-10-02,99152800
